x,y,z
1.6995244026184082,1.0088618993759155,1.4882464408874512
1.7022266518324614,1.007432409003377,1.4894450887106359
1.804928876292373,1.0074468880302394,1.4917927339229362
1.8169564820692863,1.005685650252144,1.4938214563321548
1.7289841278358895,1.0040172519995154,1.4953022136360032
1.5610118107409936,1.0028366963205886,1.4964366574631576
1.480505918287455,1.0020047557809126,1.497321439814288
1.5000000121734713,1.001316433691708,1.4980948847968643
1.6194941016264106,1.0006722220106228,1.4987957831817447
1.8115952682166785,1.0001885214106152,1.4993824910683489
1.9036964418385913,1.000378702664943,1.4997367897498335
1.8957976196732191,1.0002117590696011,1.499727099365832
1.7878988016250625,1.0000697954650246,1.4995433598769683
1.5999999903171152,1.000007878458428,1.4997685035869246
1.5000000037186687,0.9999831805843413,1.4999364969153088
1.5000000134537448,0.9999470103473196,1.500000473720864
1.600000021855183,0.9998779835176969,1.5000045564287112
1.7800000251589145,0.999844747649196,1.4999800526493683
1.9533333435286109,1.0001534242457122,1.4999440052831845
2.0266666729378993,1.000118073406051,1.4999501131126873
2.000000013363051,1.000037977872893,1.5001732926484728
